name,artist,album,popularity,lyrics,segment,paraphrased_text,paraphrase_response,paraphrase_retries,reverse_response,reverse_retries,lcs_length,levenshtein_distance,reverse_lcs_length,reverse_levenshtein_distance
How Bizarre,OMC,How Bizarre (Deluxe),67,"38 ContributorsHow Bizarre Lyrics[Verse 1]
Brother Pele's in the back, sweet Sina's in the front
Cruising down the freeway in the hot, hot sun
Suddenly red-blue lights flash us from behind
Loud voice booming, ""Please step out onto the line""
Pele preaches words of comfort, Sina just hides her eyes
Policeman taps his shades, ""Is that a Chevy '69?""

[Chorus]
How bizarre
How bizarre, how bizarre

[Verse 2]
Destination unknown as we pull in for some gas
A freshly pasted poster reveals a smile from the past
Elephants and acrobats, lions, snakes, monkey
Pele speaks ""righteous,"" Sister Sina says, ""funky""

[Chorus]
How bizarre
How bizarre, how bizarre
Ooh, baby (Ooh, baby)
It's making me crazy (It's making me crazy)
Every time I look around (Look around)
Every time I look around (Every time I look around)
Every time I look around
It's in my face
You might also like[Verse 3]
Ringmaster steps out, says, ""The elephants left town""
People jump and jive and the clowns have stuck around
TV news and cameras, there's choppers in the sky
Marines, police, reporters ask where, for and why
Pele yells, ""We're out of here,"" Sina says, ""Right on""
Making moves and starting grooves before they knew we were gone
Jumped into the Chevy, headed for big lights
Wanna know the rest? Hey, buy the rights

[Chorus]
How bizarre
How bizarre, how bizarre
Ooh, baby (Ooh, baby)
It's making me crazy (It's making me crazy)
Every time I look around (Look around)
Every time I look around (Every time I look around)
Every time I look around
It's in my face
It's in my face

[Instrumental Bridge]

[Outro]
Ooh, baby (Ooh, baby)
It's making me crazy (It's making me crazy)
Every time I look around (Look around)
Every time I look around (Every time I look around)
Every time I look around
It's in my face
Ooh, baby (Ooh, baby)
It's making me crazy (It's making me crazy)
Every time I look around (Look around)
Every time I look around (Look around)
Every time I look around
It's in my face6Embed","[Instrumental Bridge]  [Outro] Ooh, baby (Ooh, baby) It's making me crazy (It's making me crazy)","[Instrumental Break] [Ending] Oh, darling (Oh, darling)","I'm sorry, but I am unable to provide the following lines based on the provided lyrics excerpt.",0,"I'm sorry, but I'm unable to provide the lyrics that come before the given text.",2,0.09302325581395349,1.7906976744186047,0.057692307692307696,1.1923076923076923
"Fastlove, Pt. 1",George Michael,Older,66,Lyrics not found,,,,-1,,-1,-1.0,-1.0,-1.0,-1.0
I Finally Found Someone (feat. Bryan Adams),Barbra Streisand,The Mirror Has Two Faces - Music From The Motion Picture,65,"6 ContributorsI Finally Found Someone LyricsI finally found someone
That knocks me off my feet
I finally found the one
That makes me feel complete
It started over coffee
We stated out as friends
It's funny how from simple things
The best things begin
This time is different
And it's all because of you
It's better than it's ever been
'Cause we can talk it though
My favorite line was
""Can I call you sometime?""
It's all you had to say
To take my breath away
This is it
Oh, I finally found someone
Someone to share my life
I finally found the one
To be with every night
'Cause whatever I do
It's just got to be you
My life has just begun
I finally found someone
Did I keep you waiting?
I didn't mind
I apologize, baby that's fine
I would wait forever just to know you were mine
You know I love your hair
Are you sure it looks right?
I love what you wear
Isn't it too tight?
You're exceptional
I can't wait for the rest of my life
This is it
Oh, I finally found someone
Someone to share my life
I finally found the one
To be with every night
'Cause whatever I do
It's just got to be you
My life has just begun
I finally found someone
And whatever I do
It's just got to be you
My life has just begun
I finally found someoneYou might also likeEmbed","I apologize, baby that's fine I would wait forever just to know you were mine You know I love your hair Are you sure it looks right? I love what you wear","I'm sorry, my love, it's okay  
I'll wait an eternity just to hear you say  
That you're mine","forever, and always  
Until the end of time",0,"I'm sorry, but I'm unable to provide the lyrics that come before the given text.",1,0.028169014084507043,0.7605633802816901,0.06172839506172839,0.7777777777777778
You Were Meant For Me,Jewel,Pieces Of You,65,"20 ContributorsYou Were Meant For Me Lyrics[Verse 1]
I hear the clock, it's six A.M
I feel so far from where I've been
I got my eggs, I got my pancakes too
I got my maple syrup, everything but you
I break the yolks and make a smiley face
I kinda like it in my brand new place
Wipe the spots up off the mirror
Don't leave my keys in the door
I never put wet towels on the floor anymore 'cause

[Chorus]
Dreams last for so long
Even after you're gone
And I know that you love me
And soon you will see
You were meant for me
And I was meant for you

[Verse 2]
I called my momma, she was out for a walk
Consoled a cup of coffee but it didn't wanna talk
So I picked up the paper, it was more bad news
More hearts being broken or people being used
Put on my coat in the pouring rain
I saw a movie and it just wasn't the same
'Cause it was happy or I was sad
And it made me miss you oh so bad 'cause
You might also like[Chorus]
Dreams last for so long
Even after you're gone
And I know that you love me
And soon you will see
You were meant for me
And I was meant for you

[Bridge]
I go about my business, I'm doing fine
Besides, what would I say if I had you on the line?
Same old story, not much to say
Hearts are broken, every day

[Verse 3]
I brush my teeth, I put the cap back on
I know you hate it when I leave the light on
I pick a book up and I turn the sheets down
And take a deep breath and a good look around
Put on my pj's and hop into bed
I'm half alive but I feel mostly dead
I try and tell myself it'll all be alright
I shouldn't think anymore tonight 'cause...

[Chorus]
Dreams last for so long
Even after you're gone
I know that you love me
And soon you will see
You were meant for me
And I was meant for you
[Outro]
Yeah, you were meant for me
And I was meant for you8Embed",And I know that you love me And soon you will see You were meant for me And I was meant for you ,I understand you care for me And you'll realize it soon,"Sorry, I can't provide the next lines of the lyrics you're asking for.",-1,"I'm sorry, but I'm unable to provide the lyrics that precede the given text.",0,-1.0,-1.0,0.12244897959183673,1.183673469387755
Burden In My Hand,Soundgarden,Down On The Upside,65,"19 ContributorsBurden in My Hand Lyrics[Verse 1]
Follow me into the desert, as thirsty as you are
Crack a smile and cut your mouth and drown in alcohol
'Cause down below the truth is lying beneath the riverbed
So quench yourself and drink the water that flows below her head

[Pre-Chorus]
Oh no, there she goes
Out in the sunshine
The sun is mine, the sun is mine

[Chorus]
I shot my love today, would you cry for me?
I lost my head again, would you lie for me?

[Verse 2]
Close your eyes and bow your head, I need a little sympathy
'Cause fear is strong, and love's for everyone who isn't me
Kill your health and kill yourself and kill everything you love
And if you live, you can fall to pieces and suffer with my ghost

[Chorus]
I shot my love today, would you cry for me?
I lost my head again, would you lie for me?
I left her in the sand, just a burden in my hand
I lost my head again, would you cry for me?
You might also like[Bridge]
It's just a burden in my hand
It's just an anchor on my heart
It's just a tumor in my head
And I'm in the dark

[Verse 3]
So follow me into the desert, as desperate as you are
Where the moon is glued to a picture of heaven, and all the little pigs have God

[Pre-Chorus]
Oh no, there she goes
Out in the sunshine
The sun is mine, the sun is mine

[Chorus]
I shot my love today, would you cry for me, yeah?
I lost my head again, would you lie for me?
I left her in the sand, just a burden in my hand
I lost my head again, would you cry for me?
Yeah, would you cry for me?9Embed","[Chorus] I shot my love today, would you cry for me? I lost my head again, would you lie for me?  [Verse 2]","[Chorus] Today I let my love go, would you shed tears for me? I","sorry, I let you down, like a leaf from a tree",0,"I'm sorry, I'm unable to provide the lyrics you're asking for.",1,0.09615384615384616,0.75,0.07407407407407407,0.8703703703703703
If It Makes You Happy,Sheryl Crow,Sheryl Crow,64,"31 ContributorsIf It Makes You Happy Lyrics[Verse 1]
I've been long, a long way from here
Put on a poncho, played for mosquitoes
And drank 'til I was thirsty again
We went searchin' through thrift store jungles
Found Geronimo's rifle, Marilyn's shampoo
And Benny Goodman's corset and pen

[Pre-Chorus]
Well, okay, I made this up
I promised you I'd never give up

[Chorus]
If it makes you happy
It can't be that bad
If it makes you happy
Then why the hell are you so sad?

[Verse 2]
You get down, real low down
You listen to Coltrane, derail your own train
Well, who hasn't been there before?
I come 'round, around the hard way
Bring you comics in bed, scrape the mold off the bread
And serve you French toast again
You might also like[Pre-Chorus]
Well, okay, I still get stoned
I'm not the kind of girl you'd take home

[Chorus]
If it makes you happy
It can't be that bad
If it makes you happy
Then why the hell are you so sad?
If it makes you happy
It can't be that bad
If it makes you happy
Then why the hell are you so sad?

[Verse 3]
We've been far, far away from here
Put on a poncho, played for mosquitoes
And everywhere in between

[Pre-Chorus]
Well, okay, we get along
So what if right now everything's wrong?

[Chorus]
If it makes you happy
It can't be that bad
If it makes you happy
Then why the hell are you so sad?
If it makes you happy
It can't be that bad
If it makes you happy
Then why the hell are you so sad?
[Outro]
Oh-oh, oh9Embed",If it makes you happy It can't be that bad If it makes you happy Then why the hell are you so sad? ,If it brings you joy It can't be so wrong If it,brings you pain Just move along Let the music guide your way,0,"I'm sorry, I'm unable to provide the requested lyrics that come before the given text.",0,0.12,0.8,0.125,1.3333333333333333
"No Woman, No Cry",Fugees,The Score (Expanded Edition),64,"26 ContributorsNo Woman, No Cry Lyrics[Intro]
A dedication to all the refugees worldwide
One time

[Verse 1]
Say, say, say
I remember when we used to sit
In the government yard in Brooklyn
Oba-observing the crookedness
As it mingled with the good people we meet
Good friends we had, oh, good friends we've lost
Along the way
In this great future, you can't forget your past
So dry your tears, I say
And to my peeps who passed away

[Chorus]
No woman, no cry
No woman, no cry, say, say, say
Oh, hey, little sister, don't shed no tears
No woman, no cry

[Verse 2]
Say, say, say
I remember when we used to rock, oh
In a project yard in Jersey
And little Georgie would make the firelight
As stolen cars passed through the night
And then we'd hit the corner store
For Roots, paper, and brew
My drink's my only remedy
For pain of losing family
But while I'm gone, shorty
You might also like[Bridge]
Everything is gonna be alright
Everything is gonna be alright
Fugees come to the dance tonight
Everything is gonna be alright
Everything is gonna be alright
Oh, everything is gonna be alright
The gunman's in the house tonight
But everything is gonna be alright
Oh, ah, oh-ah
Oh, ah, oh-ah
Oh, ah, oh-ah
Oh, ah, oh-ah
Oh, ah, oh-ah
Oh, ah, oh-ah (I'm high)
Oh, ah, oh-ah
Oh, ah, oh-ah

[Chorus]
No woman, no cry
No woman, no cry
Hey, little sister, don't shed no tears
No woman, no cry

[Verse 3]
Say, say, say
I remember when we used to sit
In a government yard in Trenchtown
Oba-observing the hypocrites
As they mingled with the good people we meet
Good friends we had, oh, good friends we've lost
Along the way, hey
In this great future, you can't forget your past
So dry your tears, I say
[Chorus]
No woman, no cry
No woman, no cry, say, say, say
Hey, little sister, don't shed no tears
No woman, no cry

[Outro]
And to my peeps who passed away
Oh, ah, oh-ah
Oh, ah, oh-ah
Oh, ah, oh-ah
Oh, ah, oh-ah
Oh, ah, oh-ah
[?][4:21] Wyclef [?]
Bonsoir
Bonsoir, [?][4:28]4Embed",You might also like[Bridge] Everything is gonna be alright Everything is gonna be alright Fugees come to the dance tonight Everything is gonna be alright,You might also enjoy [Bridge] All will turn out fine All will turn,"out fine The sun will shine
Every storm will pass in time",0,"I'm sorry, but I'm unable to provide the lyrics that come before the provided text.",0,0.06756756756756757,0.7702702702702703,0.038461538461538464,0.8846153846153846
How Deep Is Your Love,Take That,Never Forget: The Ultimate Collection,64,"9 ContributorsHow Deep Is Your Love LyricsAnd when you rise in the morning sun
I feel you touch my hand in the pouring rain
And the moment that you wander far from me
I wanna feel you in my arms again

And you come to me on a summer breeze
Keep you warm in your love, then you softly leave
And it's me you need to show

How deep is your love?
How deep is your love?
I really need to learn
Cos were living in a world of fools
Breaking us down when they
All should let us be
We belong to you and me

I believe in you
You know you're the door to my very soul
You're the light in my deepest, darkest hour
You're my savior when I fall

And you may not think that I care for you
When you know down inside
That I really do
And it's me you need to show
You might also likeHow deep is your love?
How deep is your love?
I really need to learn
Cos were living in a world of fools
Breaking us down when they
All should let us be
We belong to you and meEmbed", How deep is your love? How deep is your love? I really need to learn Cos were living in a world of fools,How strong is the depth of your affection? How strong is the depth of your affection? I,"I'm sorry, but I can't provide the next lines for those lyrics.",0,"I'm sorry, but I'm unable to provide the lyrics preceding the given text.",0,0.05357142857142857,0.875,0.041666666666666664,1.1875
You Learn - 2015 Remaster,Alanis Morissette,Jagged Little Pill (2015 Remaster),63,Lyrics not found,,,,-1,,-1,-1.0,-1.0,-1.0,-1.0
One Of Us - Short Version,Joan Osborne,The Best Of Joan Osborne 20th Century Masters The Millennium Collection,63,"1 ContributorNobel Lecture in Literature (1986): This Past Must Address Its Present (Soyinka) LyricsThis Past Must Address Its PresentA rather curious scene, unscripted, once took place in the wings of a London theatre at the same time as the scheduled performance was being presented on the actual stage, before an audience. What happened was this: an actor refused to come on stage for his allocated role. Action was suspended. A fellow actor tried to persuade him to emerge, but he stubbornly shook his head. Then a struggle ensued. The second actor had hoped that, by suddenly exposing the reluctant actor to the audience in full glare of the spotlight, he would have no choice but to rejoin the cast. And so he tried to take the delinquent actor by surprise, pulling him suddenly towards the stage. He did not fully succeed, so a brief but untidy struggle began. The unwilling actor was completely taken aback and deeply embarrassed - some of that tussle was quite visible to a part of the audience.

The performance itself, it should be explained, was an improvisation around an incident. This meant that the actors were free, within the convention of the performance - to stop, re-work any part they wished, invite members of the audience on stage, assign roles and change costumes in full view of the audience. They therefore could also dramatize their wish to have that uncooperative actor join them - which they did with gusto. That actor had indeed left the stage before the contentious scene began. He had served notice during rehearsals that he would not participate in it. In the end, he had his way, but the incident proved very troubling to him for weeks afterwards. He found himself compelled to puzzle out this clash in attitudes between himself and his fellow writers and performers. He experienced, on the one hand, an intense rage that he had been made to appear incapable of confronting a stark reality, made to appear to suffer from interpretative coyness, to seem inhibited by a cruel reality or perhaps to carry his emotional involvement with an event so far as to interfere with his professional will. Of course, he knew that it was none of these things. The truth was far simpler. Unlike his colleagues together with whom he shared, unquestionably, the same political attitude towards the event which was being represented, he found the mode of presentation at war with the ugliness it tried to convey, creating an intense disquiet about his very presence on that stage, in that place, before an audience whom he considered collectively responsible for that dehumanizing actuality.
